customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TEL106409,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,104.21,1759.13,Yes
TEL106410,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,58.28,736.45,No
TEL106411,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.68,638.35,No
TEL106412,Male,0,No,No,63,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,57.34,3787.91,No
TEL106413,Male,0,No,Yes,19,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,83.45,1522.66,No
TEL106414,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.39,7633.47,No
TEL106415,Male,0,No,Yes,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,63.02,2289.05,No
TEL106416,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,21.42,1630.23,No
TEL106417,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.18,492.94,Yes
TEL106418,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.92,1138.06,No
TEL106419,Male,1,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.09,977.71,No
TEL106420,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,71.92,4334.76,No
TEL106421,Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,82.08,1153.4,No
TEL106422,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,91.35,1735.3,No
TEL106423,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.87,2119.41,No
TEL106424,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.04,801.37,No
TEL106425,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card,98.61,1379.13,No
TEL106426,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.64,3283.39,No
TEL106427,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,102.27,1901.99,Yes
TEL106428,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card,71.05,1913.06,No
TEL106429,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,72.03,185.08,No
TEL106430,Female,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,85.52,6042.75,No
TEL106431,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,89.25,2152.67,No
TEL106432,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,100.06,4503.53,No
TEL106433,Male,1,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.59,2028.11,No
TEL106434,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,70.7,1799.76,No
TEL106435,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,96.97,531.18,No
TEL106436,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,19.4,882.92,No
TEL106437,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.74,2127.22,No
TEL106438,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,51.67,2608.58,No
TEL106439,Male,1,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,94.27,3322.83,No
TEL106440,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.98,1852.37,No
TEL106441,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,99.95,4956.95,No
TEL106442,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.08,848.58,No
TEL106443,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.17,2604.71,No
TEL106444,Male,0,No,Yes,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.08,2494.0,No
TEL106445,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,67.16,3697.03,No
TEL106446,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer,88.3,1061.9,No
TEL106447,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,107.8,3072.34,No
TEL106448,Male,0,No,No,16,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.45,721.65,No
TEL106449,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.69,1403.75,No
TEL106450,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.95,638.58,No
TEL106451,Female,1,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.55,1319.46,No
TEL106452,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.0,2146.3,No
TEL106453,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,89.87,2115.21,Yes
TEL106454,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.06,1321.0,Yes
TEL106455,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,110.68,1519.64,Yes
TEL106456,Male,0,No,No,50,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.12,3432.35,No
TEL106457,Female,0,No,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,68.71,1011.42,Yes
TEL106458,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.97,1390.7,No
TEL106459,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,117.62,7417.04,No
TEL106460,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.09,2080.41,No
TEL106461,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.63,4605.55,Yes
TEL106462,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,60.94,4506.29,No
TEL106463,Male,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.67,5108.66,No
TEL106464,Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,88.34,2182.38,No
TEL106465,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,93.02,1187.83,No
TEL106466,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,61.92,3264.36,No
TEL106467,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.94,929.74,No
TEL106468,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,106.55,5235.94,No
TEL106469,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.07,4126.5,Yes
TEL106470,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,88.23,1603.13,No
TEL106471,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,67.41,990.14,No
TEL106472,Male,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,30.87,1396.67,No
TEL106473,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.63,3930.18,Yes
TEL106474,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,97.39,1002.65,No
TEL106475,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,88.37,1378.77,No
TEL106476,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,87.5,1321.81,No
TEL106477,Male,1,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.54,1006.54,No
TEL106478,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,74.39,2066.64,No
TEL106479,Male,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,29.66,187.66,No
TEL106480,Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.42,1720.45,Yes
TEL106481,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,100.28,,No
TEL106482,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.83,1030.04,No
TEL106483,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,97.29,1176.36,No
TEL106484,Female,0,No,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.03,2057.89,Yes
TEL106485,Female,0,No,No,69,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.2,6963.88,Yes
TEL106486,Female,1,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card,97.8,1933.54,No
TEL106487,Male,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.57,4656.3,No
TEL106488,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,68.07,1494.28,No
TEL106489,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.12,1940.47,No
TEL106490,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,76.82,3501.79,No
TEL106491,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.27,2806.17,No
TEL106492,Male,0,No,No,39,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.33,3127.59,No
TEL106493,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,104.49,473.93,Yes
TEL106494,Male,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,48.27,2504.59,No
TEL106495,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,83.29,989.44,Yes
TEL106496,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.97,4136.69,No
TEL106497,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.5,1126.79,No
TEL106498,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card,89.01,1290.15,Yes
TEL106499,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,104.89,5012.63,No
TEL106500,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,88.67,2802.75,No
TEL106501,Female,0,Yes,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.43,3151.68,No
TEL106502,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,85.5,2213.82,No
TEL106503,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card,110.96,6057.26,Yes
TEL106504,Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,82.86,1463.55,Yes
TEL106505,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.96,905.29,No
TEL106506,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,64.23,2760.8,Yes
TEL106507,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.05,2390.14,Yes
TEL106508,Female,1,No,No,31,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,59.36,1984.81,No
TEL106509,Male,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,74.13,3965.49,No
TEL106510,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,81.3,4098.78,No
TEL106511,Female,1,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,110.86,7127.83,No
TEL106512,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.86,368.54,Yes
TEL106513,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,107.27,5182.46,No
TEL106514,Female,0,No,No,36,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,76.64,2852.67,No
TEL106515,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.05,,Yes
TEL106516,Male,1,No,No,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.63,1895.53,Yes
TEL106517,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,98.5,3157.79,No
TEL106518,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.9,3624.44,No
TEL106519,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,86.01,1377.08,No
TEL106520,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.87,964.85,No
TEL106521,Male,0,No,No,27,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.12,1706.47,No
TEL106522,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.31,1236.5,No
TEL106523,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,22.94,602.37,No
TEL106524,Male,1,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,89.95,5741.69,No
TEL106525,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,87.21,1248.99,No
TEL106526,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.28,740.63,Yes
TEL106527,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,34.17,2388.03,No
TEL106528,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,113.75,4671.53,No
TEL106529,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,55.95,873.75,No
TEL106530,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,92.27,1628.08,No
TEL106531,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,73.24,2701.85,No
TEL106532,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,102.64,767.56,No
TEL106533,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,106.97,4712.02,No
TEL106534,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,109.24,1146.21,No
TEL106535,Female,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.41,646.13,Yes
TEL106536,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.46,7370.79,No
TEL106537,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,91.32,6149.55,No
TEL106538,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.23,503.17,No
TEL106539,Male,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.12,,No
TEL106540,Female,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,31.02,566.99,No
TEL106541,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,93.06,3977.12,Yes
TEL106542,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card,60.29,3524.14,No
TEL106543,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer,68.12,1599.79,No
TEL106544,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,75.75,810.5,No
TEL106545,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,122.37,4072.97,No
TEL106546,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.22,583.53,No
TEL106547,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.91,1707.7,Yes
TEL106548,Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,62.7,776.46,No
TEL106549,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,91.79,265.81,Yes
TEL106550,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card,75.47,1622.86,No
TEL106551,Female,1,No,Yes,23,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,66.38,1657.61,No
TEL106552,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,69.1,1168.05,No
TEL106553,Male,0,Yes,No,14,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card,87.94,1223.12,No
TEL106554,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.67,5603.63,No
TEL106555,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.28,2408.2,No
TEL106556,Male,0,Yes,No,11,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,54.9,627.0,No
TEL106557,Male,1,Yes,No,36,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,80.78,3047.49,No
TEL106558,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,68.04,1281.14,No
TEL106559,Male,0,No,Yes,52,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,61.67,2750.11,No
TEL106560,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.83,1521.42,No
TEL106561,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.56,1428.33,Yes
TEL106562,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.1,1414.05,No
TEL106563,Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.96,3337.97,No
TEL106564,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,107.55,2091.32,Yes
TEL106565,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.22,452.36,No
TEL106566,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3066.73,No
TEL106567,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,80.33,2290.24,Yes
TEL106568,Male,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,32.8,1977.41,No
TEL106569,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,108.0,2781.66,No
TEL106570,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card,81.24,4270.01,No
TEL106571,Female,1,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,83.53,1141.2,No
TEL106572,Male,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,55.24,1167.19,No
TEL106573,Female,1,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,67.08,1312.09,No
TEL106574,Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.56,3977.03,Yes
TEL106575,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,101.33,7539.46,No
TEL106576,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.37,2223.25,No
TEL106577,Male,0,No,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,65.96,1087.95,No
TEL106578,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,109.49,3049.66,No
TEL106579,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.54,1465.84,No
TEL106580,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,18.0,372.89,No
TEL106581,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,87.24,,No
TEL106582,Female,0,No,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,53.47,1476.65,No
TEL106583,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.06,319.63,No
TEL106584,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,57.37,1262.44,No
TEL106585,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.31,7245.77,Yes
TEL106586,Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.77,193.99,No
TEL106587,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,82.18,2610.25,No
TEL106588,Male,0,No,No,31,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,97.34,2998.47,Yes
TEL106589,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,59.94,4084.23,No
TEL106590,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,97.03,3304.03,Yes
TEL106591,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.01,2043.79,No
